Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Brong Ahafo,Sunyani,St. James Secondary Clinic,Clinic,Sunyani,Government,7.29371,-2.29166
Brong Ahafo,Sunyani,Rapid Preparatory School Clinic,Clinic,Sunyani,Government,7.32071,-2.32067
Brong Ahafo,Sunyani,3MRS-Liberation Barracks,Polyclinic,Sunyani-Barracks,Government,7.34184,-2.2946
Brong Ahafo,Sunyani,Nkwabeng Hospital,Hospital,Sunyani,Private,7.34301,-2.32741
Brong Ahafo,Sunyani,Owusu Memorial Hospital,Hospital,Sunyani,Private,7.32669,-2.33267
Brong Ahafo,Sunyani,Forestry School Cinic,Clinic,Sunyani,Government,7.34908,-2.34308
Brong Ahafo,Sunyani,Ridge Experimental School Clinic,Clinic,Sunyani,Government,7.34016,-2.3385
Brong Ahafo,Sunyani,Polytechnic Clinic,Clinic,Sunyani,Government,7.32315,-2.31733
Brong Ahafo,Sunyani,Green Hill Clinic,Clinic,Suniyani,Government,7.31655,-2.30336
Brong Ahafo,Sunyani,Sunyani Regional Hospital,Regional Hospital,Sunyani,Government,7.3446,-2.3142
Brong Ahafo,Sunyani,Sunyani Municipal Hospital,Municipal Hospital,Sunyani,Government,7.33817,-2.32858
Brong Ahafo,Sunyani,Prisons Clinic,Clinic,Sunyani,Government,7.34014,-2.33362
Brong Ahafo,Sunyani,Sunyani Nurses Training College/Health Assistants Training School,Training Institution,Sunyani,Government,7.33817,-2.32858
Brong Ahafo,Tain,Badu Health Centre,Health Centre,Badu,Government,7.70032,-2.23032
Brong Ahafo,Tain,Banda Ahenkro Rural Clinic,Clinic,Banda Ahenkro,Government,8.1636,-2.3575
Brong Ahafo,Tain,Bui Rural Clinic,Clinic,Bui,Government,8.25048,-2.26765
Brong Ahafo,Tain,Sabiye Health Centre,Health Centre,Sabiye,Government,8.07308,-2.35153
Brong Ahafo,Tain,Mamase Rural Clinic,Clinic,Mamase,Government,7.90103,-2.48373
Brong Ahafo,Tain,Hani CHPS,CHPS,Hani,Government,7.8485,-2.47551
Brong Ahafo,Tain,Debibi Health Centre,Health Centre,Debibi,Government,7.8959,-2.53924
Brong Ahafo,Tain,Tafsiru Maternity Home,Maternity Home,Menji,Government,7.92632,-2.38335
Brong Ahafo,Tain,Menji Community Clinic,Clinic,Menji,Government,7.92558,-2.38
Brong Ahafo,Tain,Nsawkaw Health Centre,Health Centre,Nsawkaw,Government,7.87659,-2.31514
Brong Ahafo,Tain,Brohani CHPS,CHPS,Brohani,Government,7.97551,-2.4203
Brong Ahafo,Tain,Seikwa Health Centre,Health Centre,Seikwa,Government,7.72836,-2.51792
Brong Ahafo,Tano North,Adrobaa Rural Clinic,Clinic,Adrobaa,Government,7.2628,-2.13179
Brong Ahafo,Tano North,Bomaa Health Centre,Health Centre,Bomaa,Government,7.08675,-2.16797
Brong Ahafo,Tano North,St. John of God Hospital,Hospital,Duayaw Nkwanta,Government,7.17559,-2.0967
Brong Ahafo,Tano North,Tanoso Rural Clinic,Clinic,Tanoso,Government,7.2683,-2.236
Brong Ahafo,Tano North,Yamfo Health Centre,Health Centre,Yamfo,Government,7.22567,-2.2411
Brong Ahafo,Tano South,Trinity Maternity Home,Maternity Home,Brosankro,CHAG,7.04685,-2.10048
Brong Ahafo,Tano South,Bechem Government Hospital,District Hospital,Bechem,Government,7.08831,-2.02947
Brong Ahafo,Tano South,Derma Health Centre,Health Centre,Derma,Government,7.20855,-1.94901
Brong Ahafo,Tano South,Tano South District Health Directorate,District Health Directorate,Bechem,Government,7.0696,-2.02233
Brong Ahafo,Tano South,Techimantia Health Centre,Health Centre,Techimantia,Government,7.18142,-2.02874
Brong Ahafo,Techiman,Aworowa Health Centre,Clinic,Aworowa,Government,7.61979,-2.01215
Brong Ahafo,Techiman,Buoyem Health Centre,Health Centre,Buotem,Government,7.66606,-1.96107
Brong Ahafo,Techiman,Forikrom Rural Clinic,Clinic,Forikrom,Government,7.59382,-1.86387
Brong Ahafo,Techiman,Fiaso CHPS,CHPS,Fiaso,Government,7.57912,-1.81848
Brong Ahafo,Techiman,Asantaso Rural Clinic,Clinic,Asantanso,CHAG,7.54566,-1.8655
Brong Ahafo,Techiman,Techiman Municipal Health Directorate,Municipal Health Directorate,Techiman,Government,7.56243,-1.93487
Brong Ahafo,Techiman,Nsuta Health Centre,Health Centre,Nsuta,CHAG,7.52836,-2.07377
Brong Ahafo,Techiman,Offuman Health Centre,Health Centre,Offuman,Government,7.78352,-1.96996
Brong Ahafo,Techiman,Tanoso Health Centre,Health Centre,Tanoso,Government,7.47145,-1.97852
Brong Ahafo,Techiman,Techiman Subdistrict Clinic,Clinic,Techiman,CHAG,7.58998,-1.94437
Brong Ahafo,Techiman,Arm's Maternity Home,Maternity Home,Techiman,Private,7.59118,-1.93813
Brong Ahafo,Techiman,Kristo Nti  Maternity Home,Maternity Home,Techiman,Private,7.56965,-1.94848
Brong Ahafo,Techiman,Techiman  Secondary School Clinic,Clinic,Techiman,Government,7.56944,-1.93697
Brong Ahafo,Techiman,Alice Maternity Home,Maternity Home,Gyako,Private,7.59064,-1.94684
Brong Ahafo,Techiman,Nkwahia Maternity Home,Maternity Home,Techiman,Private,7.57921,-1.93076
Brong Ahafo,Techiman,Ahamadiya Moslem Hospital,Hospital,Techiman,Private,7.58611,-1.9317
Brong Ahafo,Techiman,Opoku Agyeman Hospital,Hospital,Techiman,Government,7.56288,-1.93692
Brong Ahafo,Techiman,Station Clinic,Clinic,Techiman,Government,7.58451,-1.93631
Brong Ahafo,Techiman,Holy Family Hospital,Hospital,Techiman,CHAG,7.59193,-1.93944
Brong Ahafo,Techiman,Tuobodom Health Centre,Health Centre,Tuobodom,Government,7.63484,-1.91209
Brong Ahafo,Wenchi,Asuogya RCH/FP,Clinic,Droboso,Government,7.70134,-2.10643
Brong Ahafo,Wenchi,Wenchi District Health Directorate,District Health Directorate,Wenchi,Government,7.74497,-2.00998
Brong Ahafo,Wenchi,Subinso Health Centre,Health Centre,Subinso,Government,7.94251,-2.05399
Brong Ahafo,Wenchi,Nchiraa Rural Clinic,Clinic,Nchiraa,Government,7.89522,-1.98159
Brong Ahafo,Wenchi,RCH Clinic Wenchi,Clinic,Wenchi,Government,7.7444,-2.10038
Brong Ahafo,Wenchi,Wencgi Methodist Hospital,Hospital,Wenchi,CHAG,7.73854,-2.111
Brong Ahafo,Wenchi,Ampaabeng Kyeremeh Clinic,Clinic,Wenchi,Government,7.73557,-2.1087
Brong Ahafo,Wenchi,Gov't. Maternity Home,Maternity Home,Wenchi,Government,7.74081,-2.11169
Brong Ahafo,Wenchi,Nyaase Royal Maternity  Home,Maternity Home,Wenchi Bandaline,Private,7.74042,-2.10208
Brong Ahafo,Wenchi,Emil Memorial Hospital,Hospital,Wenchi,Government,7.73964,-2.09488
Brong Ahafo,Tano North,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,7.2169497,-2.1843285
Brong Ahafo,Asutifi,Biaso CHPS,CHPS,Biaso,Government,6.9577082,-2.4208713
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,6.6148152,-2.4999918
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,Wamfie,Private,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,Wamfie,Private,7.277284,-2.876257
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Mayera Rural Clinic,Clinic,Mayera,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,7.9072974,-2.6586401
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,7.5666667,-1.7
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,7.6111895,-0.4502368
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,7.6111895,-0.4502368
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,7.5772222,-1.9291667
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,7.734117,-2.103572
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,7.5977302,-1.9359593
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Government,7.5977302,-1.9359593
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,7.5977302,-1.9359593
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Government,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Government,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahene,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,CHAG,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,8.0396604,-2.3813621
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,Seikwa,Private,8.0396604,-2.3813621
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Private,8.0445086,-1.2891036
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,Kimtampo,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,Apesika,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,Mansie,Private,7.8685183,-1.7538817
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,Brosankro,Private,7.1315171,-2.027319
Brong Ahafo,Jaman South,Psychiatric Clinic,Clinic,Drobo,Government,7.6887685,-2.8577105
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,Brekum,Private,7.4041716,-2.4439253
Brong Ahafo,Berekum Municipal,Anyinasu CHPS,CHPS,Anyinasu,Government,7.4041716,-2.4439253
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,7.75,-0.9833333
Brong Ahafo,Asunafo North Municipal,Bitre CHPS,CHPS,Bitre,Government,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,Gyasikrom CHPS,CHPS,Gyasikrom,Government,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,Ahmadiyya Muslim Hospital,Hospital,Mim,Muslim,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,WAM CHPS,CHPS,WAM,Government,6.827593,-2.698387
Brong Ahafo,Asunafo South,Noberkaw CHPS,CHPS,Noberkaw,Government,6.614815,-2.499992
Brong Ahafo,Asunafo South,1000 Acre CHPS,CHPS,1000 Acre,Government,6.614815,-2.499992
Brong Ahafo,Asunafo South,New Saweresu CHPS,CHPS,New Saweresu,Government,6.614815,-2.499992
Brong Ahafo,Asutifi,Goamu Koforidua CHPS,CHPS,Goamu Koforidua,Government,6.9577082,-2.4208713
Brong Ahafo,Asutifi,ISOS Clinic,Clinic,Kenyasi,Government,6.9577082,-2.4208713
Brong Ahafo,Asutifi,Blessed Family Maternity Home,Maternity Home,Dadiesoaba,Private,6.9577082,-2.4208713
Brong Ahafo,Asutifi,Nkaseim CHPS,CHPS,Hwidiem,Government,6.9577082,-2.4208713
Brong Ahafo,Asutifi,Apenemadi CHPS,CHPS,Hwidiem,Government,6.9577082,-2.4208713
Brong Ahafo,Atebubu-Amanten,MEM CHPS,CHPS,Atebubu,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Akomade Clinic,Clinic,Atebubu,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Adom Maternity Home,Maternity Home,Atebubu,Private,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Garadima CHPS,CHPS,Garadima,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Kumfia Clinic,Clinic,Kumfia,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Nyomoase CHPS,CHPS,Nyomoase,Government,7.75,-0.983333
Brong Ahafo,Berekum Municipal,Namasua CHPS,CHPS,Namasua,Government,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Tewbabi CHPS,CHPS,Tewbabi,Government,7.45,-2.583333
Brong Ahafo,Berekum Municipal,RCH DHD,RCH,Berekum,Government,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Clean Hands Maternity Home,Maternity Home,Berekum,Private,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Dr Larbi Clinic,Clinic,Berekum,Private,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Betco Clinic,Clinic,Berekum,Private,7.45,-2.583333
Brong Ahafo,Dormaa Municipal,Saviour Clinic,Clinic,Dormaa Ahenkro,Private,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Twumkrom CHPS,Clinic,Twumkrom,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Gonokrom CHPS,CHPS,Gonokrom,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,New Chiraa PHC,CHPS,New Chiraa,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Kwakuanya Methodist Clinic,Clinic,Kwakuanya,CHAG,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Awiakrom Community Clinic,Clinic,Awiakrom,Private,7.277284,-2.876257
Brong Ahafo,Dormaa East,Kofiboukrom CHPS,CHPS,Kofiboukrom,Government,7.277284,-2.876257
Brong Ahafo,Jaman North,Duadaso Rural Clinic,Clinic,Duadaso,Government,6.957708,-2.420871
Brong Ahafo,Jaman North,Amanfoso CHPS,CHPS,Amanfoso,Government,6.957708,-2.420871
Brong Ahafo,Jaman North,Kokosua Rural Clinic,Clinic,Kokosua,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Atuna CHPS,CHPS,Atuna,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Abuokrom CHPS,CHPS,Abuokrom,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Tekese CHPS,CHPS,Tekese,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Asempanaye CHPS,CHPS,Asempanaye,Government,6.957708,-2.420871
Brong Ahafo,Asunafo South,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,6.6148152,-2.4999918
Brong Ahafo,Asutifi,Biaso Rural Clinic,Clinic,Biaso,Government,6.9577082,-2.4208713
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,6.6148152,-2.4999918
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,,Maternity Home,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,,Maternity Home,7.277284,-2.876257
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Clinic,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Mayera Health Centre,Clinic,Mayera,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Suma Community Clinic,Clinic,Suma Ahenkro,Government,7.9072974,-2.6586401
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,7.5666667,-1.7
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,7.6111895,-0.4502368
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,7.6111895,-0.4502368
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,7.5772222,-1.9291667
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,7.734117,-2.103572
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,7.4041716,-2.4439253
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Private,7.4041716,-2.4439253
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,7.5977302,-1.9359593
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Asunafo North Municipal,Scanstyle Clinic,Clinic,Mim,Private,6.91361,-2.56503
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahenekrom,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,CHAG,7.3333333,-2.3333333
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,8.0396604,-2.3813621
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,,Private,8.0396604,-2.3813621
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Government,8.0445086,-1.2891036
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,,Private,7.8685183,-1.7538817
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,,Private,7.1315171,-2.027319
Brong Ahafo,Jaman South,Psychiasdtric Unit,Clinic,,Government,7.6887685,-2.8577105
Brong Ahafo,Jaman South,Eye Clinic,Clinic,,Private,7.6887685,-2.8577105
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,,Private,7.4041716,-2.4439253
Brong Ahafo,Berekum Municipal,Anyinasu Rural Health Clinic,Clinic,Anyinasu,Government,7.4041716,-2.4439253
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,7.75,-0.9833333
