Greater Accra,Accra Metropolitan,Arakan Maternity Home,Maternity Home,Burma Camp,Quasi-Government,5.59714,-0.15088
Greater Accra,Accra Metropolitan,Arakan Medical Centre,Clinic,Burma Camp,Quasi-Government,5.59714,-0.15088
Greater Accra,Accra Metropolitan,1st Foundation Clinic,Clinic,Dansoman (Control market),Private,5.54182,-0.2648
Greater Accra,Accra Metropolitan,37 Military Hospital,Psychiatric Hospital,37,Quasi-Government,5.58704,-0.18391
Greater Accra,Accra Metropolitan,441 Welfare Association Clinic,Clinic,Nima,Private,5.58446,-0.19419
Greater Accra,Accra Metropolitan,Ablekuma Sub Metro Health Directorate,District Health Directorate,Mamprobi,Government,5.53851,-0.24517
Greater Accra,Accra Metropolitan,Abodwe Clinic (Star of the sea clinic),Clinic,Mamprobi,Private,5.53469,-0.24216
Greater Accra,Ga East,Abokobi Health Centre,Health Centre,Abokobi,Government,5.7345,-0.20296
Greater Accra,Accra Metropolitan,Abora Clinic,Clinic,Asylum Down,Private,5.57034,-0.20905
Greater Accra,Tema Metropolitan,Abotare Clinic (Alternative Medical Centre),Clinic,Betlehem (near Michael Camp),Private,5.70749,-0.01335
Greater Accra,Accra Metropolitan,Accra Metro Health Directorate,District Health Directorate,Adabraka,Government,5.56223,-0.20376
Greater Accra,Accra Metropolitan,Accra Psychiatric Hospital,Psychiatric Hospital,Adabraka,Government,5.56272,-0.20528
Greater Accra,Accra Metropolitan,Acheampong Memorial Clinic,Clinic,La,Private,5.56187,-0.17248
Greater Accra,Ga East,Achimota Hospital,Hospital,Atomic,Government,5.62922,-0.21476
Greater Accra,Dangme East,Ada Health Centre,Health Centre,Ada,Government,5.78477,0.62719
Greater Accra,Accra Metropolitan,Adabraka Polyclinic,Polyclinic,Adabraka,Government,5.56129,-0.20477
Greater Accra,Accra Metropolitan,Adehye Clinic,Clinic,Okaishie,Private,5.54896,-0.20779
Greater Accra,Tema Metropolitan,Adenta Clinic,Clinic,Adenta Estate,Private,5.70617,-0.16787
Greater Accra,Accra Metropolitan,Adjabeng Leprosy Clinic,Clinic,Adjabeng,Government,5.55234,-0.2115
Greater Accra,Ga West,Advent Clinic,Clinic,Taifa,Private,5.65598,-0.25194
Greater Accra,Accra Metropolitan,Adwoa Boatema Memorial Clinic,Clinic,Mamprobi (near mytrs of Uganda),Private,5.53295,-0.23737
Greater Accra,Tema Metropolitan,Afenyo Memorial Hospital,Hospital,Ashaiman,Private,5.69028,-0.03417
Greater Accra,Dangme West,Afienya Community Clinic,Clinic,Afienya,Private,5.80116,0.00616
Greater Accra,Dangme West,Agomeda Community Clinic,Clinic,Agomeda,Government,5.98033,0.0099
Greater Accra,Accra Metropolitan,Airport Clinic Ltd,Clinic,Airport,Government,5.60399,-0.1722
Greater Accra,Accra Metropolitan,Akai House Clinic,Clinic,Roman Ridge (near Jack and Jill),Private,5.60219,-0.19218
Greater Accra,Accra Metropolitan,Akai House Clinic,Clinic,Osu,Private,5.56633,-0.18301
Greater Accra,Ga East,Akyama Clinic,Clinic,Taifa,Private,5.6597,-0.25092
Greater Accra,Accra Metropolitan,Alajo Clinic,Clinic,Alajo,Private,5.5978,-0.21331
Greater Accra,Accra Metropolitan,Al-ayar Clinic & Maternity Home,Hospital,Akweteman,Private,5.61371,-0.24046
Greater Accra,Tema Metropolitan,Alberto Clinic,Clinic,Tema Community 11,Private,5.6655,-0.02545
Greater Accra,Accra Metropolitan,Alfred Memorial Clinic,Clinic,Abossey Okai,Private,5.56402,-0.23544
Greater Accra,Tema Metropolitan,Alpha Dental Clinic,Clinic,Tema Community 1,Private,5.64579,-0.00927
Greater Accra,Ga East,Alpha Medical centre,Health Centre,Madina,CHAG,5.66423,-0.15746
Greater Accra,Tema Metropolitan,Amaganaa Clinic,Clinic,Adenta Estate,Private,5.71054,-0.16063
Greater Accra,Accra Metropolitan,Amanda Maternity Home & Clinic (formerly Abaya Clinic & Maternity Home),Maternity Home,East Legon,Private,5.6396,-0.16437
Greater Accra,Ga East,Amasaman Health Centre,Health Centre,Amasaman,Government,5.70185,-0.29998
Greater Accra,Accra Metropolitan,Amazing Grace Clinic,Clinic,Kaneshie,Private,5.56524,-0.23646
Greater Accra,Ga West,Amoah Memorial Hospital,Hospital,Awoshie (last stop),Private,5.59055,-0.28732
Greater Accra,Ga West,Ananda Marga Primary Health Clinic,Clinic,Domiabra,CHAG,5.61206,-0.41456
Greater Accra,Ga West,Aneeja Clinic,Clinic,Trantra Hill,Private,5.64073,-0.26306
Greater Accra,Dangme East,Anyamam Clinic,Clinic,Anyamam,Government,5.79134,0.36983
Greater Accra,Accra Metropolitan,Apaak Traditional Clinic,Clinic,Asylum Down,Private,5.56969,-0.20942
Greater Accra,Tema Metropolitan,Apenyo Memorial Hospital,Hospital,Ashaiman,Private,5.69028,-0.03417
Greater Accra,Accra Metropolitan,Apex Medical Centre,Clinic,Awudome,Private,5.56908,-0.22895
Greater Accra,Accra Metropolitan,Asamoah Clinic,Hospital,Abelemkpe,Private,5.61148,-0.22208
Greater Accra,Accra Metropolitan,Asare Odei Hospital,Hospital,East Legon,Private,5.64073,-0.16868
Greater Accra,Tema Metropolitan,Ashaiman Health Centre,Health Centre,Ashaiman,Government,5.68576,-0.03945
Greater Accra,Tema Metropolitan,Ashalebotwe Community Clinic,Clinic,Ashalebotwe,Private,5.68421,-0.13418
Greater Accra,Tema Metropolitan,Ashiyie Community Clinic,Clinic,Adenta,Private,5.74555,-0.1547
Greater Accra,Accra Metropolitan,Asomdwehene Maternity Home,Maternity Home,Odorkor,Private,5.58463,-0.27062
Greater Accra,Accra Metropolitan,Asylum Down Dental Clinic (near Abora Clinic),Clinic,Asylum Down,Private,5.57034,-0.20905
Greater Accra,Accra Metropolitan,Atta Quarshie Morton Memorial Hospital,Clinic,Adabraka,Private,5.5619,-0.21426
Greater Accra,Accra Metropolitan,Aviation Road Clinic,Clinic,Airport residential area,Private,5.61724,-0.17852
Greater Accra,Accra Metropolitan,Ayawaso Sub Metro Health Directorate,District Health Directorate,Maamobi,Government,5.59134,-0.19931
Greater Accra,Accra Metropolitan,Baeta Clinic,Clinic,Dzorwulu,Private,5.61504,-0.19988
Greater Accra,Accra Metropolitan,Bank of Ghana Clinic,Clinic,Ridge,Quasi-Government,5.56584,-0.19736
Greater Accra,Accra Metropolitan,Bart-Plange Memorial Clinic,Hospital,Agbogbloshie,Private,5.55005,-0.22199
Greater Accra,Accra Metropolitan,Beach Community Clinic (Ga Mantse Community Clinic),Clinic,James Town,Government,5.53312,-0.21164
Greater Accra,Accra Metropolitan,Beijing Chinese Clinic,Clinic,Osu,Private,5.55834,-0.17991
Greater Accra,Tema Metropolitan,Bengali Hospital,Hospital,Tema Community 11,Private,5.6681,-0.02051
Greater Accra,Accra Metropolitan,Bennette Memorial Clinic,Hospital,New Town,Private,5.58418,-0.20844
Greater Accra,Ga East,Bennette Memorial Clinic,Hospital,Madina,Private,5.6667,-0.15996
Greater Accra,Ga West,Bessie Memorial Health centre,Clinic,Ofankor,Private,5.64363,-0.26233
Greater Accra,Tema Metropolitan,Bethel Hospital,Clinic,Tema Community 9,Private,5.67201,-0.01973
Greater Accra,Accra Metropolitan,Biomedical Department,Hospital,Korle-bu,Government,5.53599,-0.22959
Greater Accra,Tema Metropolitan,Bon Ami Eye Clinic,Clinic,Adenta Estate,Private,5.71057,-0.16687
Greater Accra,Dangme East,Bornikope Health Centre,Health Centre,Bornikope,Government,5.84672,0.40386
Greater Accra,Accra Metropolitan,Bostal Clinic,Clinic,Bostal Institution,Private,5.60807,-0.19085
Greater Accra,Ga West,Brazza Maternity Home & Clinic,Maternity Home,North Kwashieman,Private,5.59436,-0.2707
Greater Accra,Tema Metropolitan,B's Maternity Home,Maternity Home,Tema Community 8,Private,5.66848,-0.01108
Greater Accra,Tema Metropolitan,Bukom Ellphkwei Hospital,Hospital,Ashaiman,Private,5.69263,-0.02201
Greater Accra,Accra Metropolitan,Castle Drive Clinic,Clinic,Osu,Private,5.54853,-0.18691
Greater Accra,Accra Metropolitan,Cathedral Clinic & Laboratory,Clinic,High Street,Private,5.53963,-0.2077
Greater Accra,Accra Metropolitan,Cedar Clinic,Clinic,Abelemkpe,Private,5.60708,-0.21688
Greater Accra,Accra Metropolitan,Central Achimota Clinic,Clinic,Achimota,Private,5.62316,-0.23211
Greater Accra,Tema Metropolitan,Central Clinic,Clinic,Tema Community 1,Private,5.64632,-0.00003
Greater Accra,Accra Metropolitan,Clecom Memorial Specialist Hospital,Hospital,Dzorwulu,Private,5.61495,-0.19474
Greater Accra,Accra Metropolitan,Club Road Clinic,Clinic,Opera Square,Private,5.54472,-0.20639
Greater Accra,Accra Metropolitan,Beth's Clinic,Clinic,Lartebiokorshie (near Nkruma flats),Private,5.55045,-0.23382
Greater Accra,Tema Metropolitan,Caiquo Hospital,Hospital,Tema Community 10,Private,5.65332,-0.02255
Greater Accra,Tema Metropolitan,Calvary Cross Clinic,Clinic,Tema Community 5,Private,5.64277,-0.01896
Greater Accra,Accra Metropolitan,Central Dansoman Clinic,Clinic,Dansoman,Private,5.5521,-0.26226
Greater Accra,Accra Metropolitan,Central Medical Lab,Clinic,Lartebiokoshie (k'shie mamprobi rd),Private,5.54859,-0.2403
Greater Accra,Accra Metropolitan,Christ The King Mat Home & Clinic,Maternity Home,Bubuashie (Atico last stop),Private,5.57994,-0.24725
Greater Accra,Accra Metropolitan,Christian Medical Centre,Hospital,Nungua,CHAG,5.60656,-0.07769
Greater Accra,Accra Metropolitan,Cocoa Clinic,Hospital,North Kaneshie,Quasi-Government,5.57172,-0.2357
Greater Accra,Accra Metropolitan,Community clinic,Clinic,Abossey Okai,Private,5.57172,-0.2357
Greater Accra,Tema Metropolitan,Binney Medical Centre,Hospital,Tema Community 2,Private,5.63344,-0.00936
Greater Accra,Accra Metropolitan,Blessings Clinic,Hospital,Tesano,Private,5.59917,-0.2325
Greater Accra,Ga West,CDH Weija Clinic,Clinic,Marcathy Hill Junction,Government,5.5656,-0.28957
Greater Accra,Tema Metropolitan,Crystal Eye Clinic,Clinic,Adenta Estate (Housing Down),Private,5.70647,-0.14702
Greater Accra,Tema Metropolitan,Cocoa Processing Clinic,Clinic,Tema Heavy Industrial Town,Quasi-Government,5.65744,0.00246
Greater Accra,Accra Metropolitan,Community Clinic,Clinic,Abossey Okai (near Mosque),Private,5.55828,-0.23133
Greater Accra,Accra Metropolitan,Community Clinic & Maternity Home,Maternity Home,Glefe (Behing the largoon),Private,5.51994,-0.27101
Greater Accra,Tema Metropolitan,Crocodile Matchette Clinic,Clinic,Tema,Quasi-Government,5.66642,-0.00032
Greater Accra,Ga East,Danfa Health Centre,Health Centre,Danfa,Government,5.78942,-0.15948
Greater Accra,Dangme East,Dangme East District Health Directorate,District Health Directorate,Ada,Government,5.78469,0.62763
Greater Accra,Dangme East,Dangme East District Hospital,District Hospital,Ada,Government,5.88888,0.56949
Greater Accra,Dangme West,Dangme West District Health Directorate,District Health Directorate,Dodowa,Government,5.8855,-0.09255
Greater Accra,Accra Metropolitan,Dansoman Health Centre,Clinic,Dansoman,Government,5.56125,-0.26
Greater Accra,Tema Metropolitan,Darben Clinic,Hospital,Ashaiman,Private,5.6831,0.03603
Greater Accra,Dangme West,Dawhenya  Clinic,Clinic,Dawhenya,Government,5.76708,0.05434
Greater Accra,Tema Metropolitan,Dede Oforiwaa Tetteh Clinic,Clinic,Kpone Bawaleshi,Private,5.85596,-0.10975
Greater Accra,Accra Metropolitan,Delta Clinic (Korle-bu behind mobil filing station),Clinic,Korle-bu,Private,5.53472,-0.22899
Greater Accra,Tema Metropolitan,Dental Care Clinic,Clinic,Sakumano Estate,Private,5.62397,-0.05997
Greater Accra,Tema Metropolitan,Dental Clinic,Clinic,Tema Community 8,Private,5.66877,-0.01302
Greater Accra,Accra Metropolitan,Derban Clinic,Clinic,Dzorwulu,Private,5.61413,-0.21226
Greater Accra,Ga West,Deseret Hospital,Hospital,Antiaku (near north kwashieman),Private,5.60821,-0.27876
Greater Accra,Accra Metropolitan,Dr Eustace Akwei Memorial Clinic,Clinic,Lartebiokorshie,Private,5.54738,-0.24094
Greater Accra,Accra Metropolitan,Dua Clinic & Lab,Clinic,Asylum Down,Private,5.57207,-0.20247
Greater Accra,Accra Metropolitan,Duala Medical Centre,Clinic,Burma Camp,Quasi-Government,5.58805,-0.15001
Greater Accra,Accra Metropolitan,East Legon Clinic,Hospital,East Legon,Private,5.63002,-0.17534
Greater Accra,Accra Metropolitan,Eden Specialist Hospital,Hospital,North Kaneshie,Private,5.5803,-0.22805
Greater Accra,Ga West,Ediths Maternity Home,Maternity Home,Medie,Private,5.75781,-0.02641
Greater Accra,Accra Metropolitan,Efan Victory Clinic,Clinic,Pig Farm (lorry station),Private,5.59848,-0.19858
Greater Accra,Tema Metropolitan,Einen Medical Centre,Health Centre,Tema Community 2,Private,5.63344,-0.00946
Greater Accra,Accra Metropolitan,El-Rapha Clinic,Hospital,Mataheko,Private,5.56096,-0.24662
Greater Accra,Ga West,Eme's Maternity Home & Clinic,Maternity Home,North Kwashieman,Private,5.60656,-0.27205
Greater Accra,Accra Metropolitan,Emmanuel Eye Clinic,Clinic,East Legon,Private,5.6302,-0.17472
Greater Accra,Accra Metropolitan,Emmanuel Maternity Home & Clinic,Maternity Home,Awoshie,Private,5.58564,-0.27895
Greater Accra,Accra Metropolitan,Esidem Medical Centre,Clinic,Maamobi (near market),Private,5.59487,-0.19429
Greater Accra,Tema Metropolitan,Estate Clinic & Lab,Clinic,Lashibi Community 19,Private,5.65645,-0.06177
Greater Accra,Tema Metropolitan,Estate Medical Centre,Clinic,Adenta Estate,Private,5.70699,-0.16719
Greater Accra,Accra Metropolitan,Eye Gye Nyame Clinic,Hospital,Nima (Mallam atta gutter. market road),Private,5.57916,-0.20364
Greater Accra,Accra Metropolitan,Fahd Al-Marzouq Clinic,Clinic,Nima,CHAG,5.58522,-0.19976
Greater Accra,Accra Metropolitan,Fair Lady Clinic,Clinic,East Legon (towards America house -Social X'tian centre),Private,5.63677,-0.14999
Greater Accra,Accra Metropolitan,Faith Evangelical Hospital,Hospital,Bubuashie,Private,5.57727,-0.23709
Greater Accra,Tema Metropolitan,Faith Medical Centre,Clinic,Kpone,Private,5.69593,0.04715
Greater Accra,Accra Metropolitan,Family Health Hospital,Hospital,Korle-bu (before mortuary turn right to korlebu flats),Private,5.54547,-0.22981
Greater Accra,Ga West,Fausty Maternity Home,Maternity Home,Horbor,Private,5.68927,-0.42634
Greater Accra,Accra Metropolitan,Felidan Maternity Home,Maternity Home,Chemuna (Chorkor),Private,5.52571,-0.25049
Greater Accra,Tema Metropolitan,Fiden Medical Centre (Formerly Eillen's Maternity Home),Clinic,Tema Community 2,Private,5.63682,-0.01062
Greater Accra,Dangme west,Dodowa Health Centre,Health Centre,Dodowa,Government,5.88556,-0.09225
Greater Accra,Ga East,Doku Memorial Clinic,Hospital,Madina,Private,5.68042,-0.16565
Greater Accra,Ga West,Dome Sampah-mang CHPS,CHPS,Dome Sampah-mang,Government,5.71916,-0.36576
Greater Accra,Dangme West,Ebenezer Clinic,Clinic,Lower Prampram,Private,5.70932,0.11292
Greater Accra,Accra Metropolitan,Egon German Clinic,Hospital,Abelemkpe,Private,5.61261,-0.21417
Greater Accra,Accra Metropolitan,El Shadai Mat Home & Clinic,Maternity Home,Nyamekye (Darkuman),Private,5.59793,-0.25534
Greater Accra,Accra Metropolitan,Emmanuel Clinic (ENT Specialist),Clinic,Nungua,Private,5.58915,-0.08284
Greater Accra,Tema Metropolitan,Esther Memorial Maternity Home & Clinic,Maternity Home,Ashaima New Town,Private,5.70392,-0.02951
Greater Accra,Accra Metropolitan,Faith Medical Centre,Hospital,Alajo (near T junction),Private,5.59978,-0.21767
Greater Accra,Accra Metropolitan,Fire Medical Centre (Old site),Hospital,James Town,Government,5.53282,-0.2177
Greater Accra,Accra Metropolitan,Fralena Health Centre,Health Centre,Kaneshie,Private,5.5648,-0.23579
Greater Accra,Ga East,Fransko Maternity Home (same as Francisca Maternity Home),Maternity Home,Madina,Private,5.67082,-0.17037
Greater Accra,Ga East,Ga East District Health Directorate,District Health Directorate,Abokobi,Government,5.7345,-0.20296
Greater Accra,Ga West,Ga West District Health Directorate,District Health Directorate,Amasaman,Government,5.70119,-0.30056
Greater Accra,Tema Metropolitan,GAFCO Clinic,Clinic,Tema Main Habour,Private,5.63309,0.00807
Greater Accra,Accra Metropolitan,Gak Clinic,Hospital,Osu (Nyaniba Estate),Private,5.55989,-0.174
Greater Accra,Ga West,Gbawe Clinic & Maternity Home,Maternity Home,Gbawe,Private,5.57741,-0.2846
Greater Accra,Tema Metropolitan,Ghacem Clinic,Clinic,Tema Main Habour,Private,5.6351,0.00686
Greater Accra,Ga East,Ghana Atomic Energy Commission Clinic,Clinic,Atomic,Quasi-Government,5.66854,-0.23162
Greater Accra,Accra Metropolitan,Ghana Police Clinic,Clinic,37 Licencing Office,Quasi-Government,5.59374,-0.17854
Greater Accra,Accra Metropolitan,Regional Health Directorate,Regional Health Directorate,Adabraka,Government,5.55802,-0.20629
Greater Accra,Accra Metropolitan,Regional Health Directorate (new site),Regional Health Directorate,Adabraka,Government,5.56179,-0.20348
Greater Accra,Accra Metropolitan,Gimpa Clinic,Clinic,Greenhill,Quasi-Government,5.63633,-0.20028
Greater Accra,Ga East,Global Medical Centre,Clinic,Madina,Private,5.67534,-0.18185
Greater Accra,Tema Metropolitan,Gloria Family Health Centre,Hospital,Adenta,Private,5.69705,-0.17367
Greater Accra,Accra Metropolitan,Gloria's Maternity Home,Maternity Home,New Town,Private,5.5867,-0.20833
Greater Accra,Ga West,God Cares Clinic & Maternity,Clinic,Asabaham (near Domiabra),Private,5.60629,-0.41625
Greater Accra,Dangme west,Godia Clinic,Clinic,New Dawhenya,Private,5.75451,-0.04701
Greater Accra,Accra Metropolitan,Golden Sourveinier Clinic,Clinic,Tesano,Private,5.59525,-0.23342
Greater Accra,Accra Metropolitan,Goodwill Maternity Home,Maternity Home,Asylum Down,Private,5.56844,-0.20448
Greater Accra,Tema Metropolitan,GPHA Main Clinic,Clinic,Tema Community 2,Quasi-Government,5.63276,-0.00654
Greater Accra,Tema Metropolitan,Grace & Peace Clinic & Maternity Home,Maternity Home,Ashalebotwe,Private,5.68191,-0.14157
Greater Accra,Accra Metropolitan,Grace Baah Memorial Clinic,Clinic,Russia,Private,5.55228,-0.25181
